event_id,area_id,category_id,collection_date,deadline_time,note,source_id
2156,area_be98197bba90,plastic_container,2026-03-18,07:30,,src_pdf_r7
2157,area_a67a45d1a5e9,plastic_container,2025-04-02,07:30,,src_pdf_r7
2158,area_a67a45d1a5e9,plastic_container,2025-04-16,07:30,,src_pdf_r7
2159,area_a67a45d1a5e9,plastic_container,2025-05-07,07:30,,src_pdf_r7
2160,area_a67a45d1a5e9,plastic_container,2025-05-21,07:30,,src_pdf_r7
2161,area_a67a45d1a5e9,plastic_container,2025-06-04,07:30,,src_pdf_r7
2162,area_a67a45d1a5e9,plastic_container,2025-06-18,07:30,,src_pdf_r7
2163,area_a67a45d1a5e9,plastic_container,2025-07-02,07:30,,src_pdf_r7
2164,area_a67a45d1a5e9,plastic_container,2025-07-16,07:30,,src_pdf_r7
2165,area_a67a45d1a5e9,plastic_container,2025-08-06,07:30,,src_pdf_r7
2166,area_a67a45d1a5e9,plastic_container,2025-08-20,07:30,,src_pdf_r7
2167,area_a67a45d1a5e9,plastic_container,2025-09-03,07:30,,src_pdf_r7
2168,area_a67a45d1a5e9,plastic_container,2025-09-17,07:30,,src_pdf_r7
2169,area_a67a45d1a5e9,plastic_container,2025-10-01,07:30,,src_pdf_r7
2170,area_a67a45d1a5e9,plastic_container,2025-10-15,07:30,,src_pdf_r7
2171,area_a67a45d1a5e9,plastic_container,2025-11-05,07:30,,src_pdf_r7
2172,area_a67a45d1a5e9,plastic_container,2025-11-19,07:30,,src_pdf_r7
2173,area_a67a45d1a5e9,plastic_container,2025-12-03,07:30,,src_pdf_r7
2174,area_a67a45d1a5e9,plastic_container,2025-12-17,07:30,,src_pdf_r7
2175,area_a67a45d1a5e9,plastic_container,2026-01-07,07:30,,src_pdf_r7
2176,area_a67a45d1a5e9,plastic_container,2026-01-21,07:30,,src_pdf_r7
2177,area_a67a45d1a5e9,plastic_container,2026-02-04,07:30,,src_pdf_r7
2178,area_a67a45d1a5e9,plastic_container,2026-02-18,07:30,,src_pdf_r7
2179,area_a67a45d1a5e9,plastic_container,2026-03-04,07:30,,src_pdf_r7
2180,area_a67a45d1a5e9,plastic_container,2026-03-18,07:30,,src_pdf_r7
2181,area_e82e7943e9e1,plastic_container,2025-04-02,07:30,,src_pdf_r7
2182,area_e82e7943e9e1,plastic_container,2025-04-16,07:30,,src_pdf_r7
2183,area_e82e7943e9e1,plastic_container,2025-05-07,07:30,,src_pdf_r7
2184,area_e82e7943e9e1,plastic_container,2025-05-21,07:30,,src_pdf_r7
2185,area_e82e7943e9e1,plastic_container,2025-06-04,07:30,,src_pdf_r7
2186,area_e82e7943e9e1,plastic_container,2025-06-18,07:30,,src_pdf_r7
2187,area_e82e7943e9e1,plastic_container,2025-07-02,07:30,,src_pdf_r7
2188,area_e82e7943e9e1,plastic_container,2025-07-16,07:30,,src_pdf_r7
2189,area_e82e7943e9e1,plastic_container,2025-08-06,07:30,,src_pdf_r7
2190,area_e82e7943e9e1,plastic_container,2025-08-20,07:30,,src_pdf_r7
2191,area_e82e7943e9e1,plastic_container,2025-09-03,07:30,,src_pdf_r7
2192,area_e82e7943e9e1,plastic_container,2025-09-17,07:30,,src_pdf_r7
2193,area_e82e7943e9e1,plastic_container,2025-10-01,07:30,,src_pdf_r7
2194,area_e82e7943e9e1,plastic_container,2025-10-15,07:30,,src_pdf_r7
2195,area_e82e7943e9e1,plastic_container,2025-11-05,07:30,,src_pdf_r7
2196,area_e82e7943e9e1,plastic_container,2025-11-19,07:30,,src_pdf_r7
2197,area_e82e7943e9e1,plastic_container,2025-12-03,07:30,,src_pdf_r7
2198,area_e82e7943e9e1,plastic_container,2025-12-17,07:30,,src_pdf_r7
2199,area_e82e7943e9e1,plastic_container,2026-01-07,07:30,,src_pdf_r7
2200,area_e82e7943e9e1,plastic_container,2026-01-21,07:30,,src_pdf_r7
2201,area_e82e7943e9e1,plastic_container,2026-02-04,07:30,,src_pdf_r7
2202,area_e82e7943e9e1,plastic_container,2026-02-18,07:30,,src_pdf_r7
2203,area_e82e7943e9e1,plastic_container,2026-03-04,07:30,,src_pdf_r7
2204,area_e82e7943e9e1,plastic_container,2026-03-18,07:30,,src_pdf_r7
2205,area_2b0a84718875,plastic_container,2025-04-02,07:30,,src_pdf_r7
2206,area_2b0a84718875,plastic_container,2025-04-16,07:30,,src_pdf_r7
2207,area_2b0a84718875,plastic_container,2025-05-07,07:30,,src_pdf_r7
2208,area_2b0a84718875,plastic_container,2025-05-21,07:30,,src_pdf_r7
2209,area_2b0a84718875,plastic_container,2025-06-04,07:30,,src_pdf_r7
2210,area_2b0a84718875,plastic_container,2025-06-18,07:30,,src_pdf_r7
2211,area_2b0a84718875,plastic_container,2025-07-02,07:30,,src_pdf_r7
2212,area_2b0a84718875,plastic_container,2025-07-16,07:30,,src_pdf_r7
2213,area_2b0a84718875,plastic_container,2025-08-06,07:30,,src_pdf_r7
2214,area_2b0a84718875,plastic_container,2025-08-20,07:30,,src_pdf_r7
2215,area_2b0a84718875,plastic_container,2025-09-03,07:30,,src_pdf_r7
2216,area_2b0a84718875,plastic_container,2025-09-17,07:30,,src_pdf_r7
2217,area_2b0a84718875,plastic_container,2025-10-01,07:30,,src_pdf_r7
2218,area_2b0a84718875,plastic_container,2025-10-15,07:30,,src_pdf_r7
2219,area_2b0a84718875,plastic_container,2025-11-05,07:30,,src_pdf_r7
2220,area_2b0a84718875,plastic_container,2025-11-19,07:30,,src_pdf_r7
2221,area_2b0a84718875,plastic_container,2025-12-03,07:30,,src_pdf_r7
2222,area_2b0a84718875,plastic_container,2025-12-17,07:30,,src_pdf_r7
2223,area_2b0a84718875,plastic_container,2026-01-07,07:30,,src_pdf_r7
2224,area_2b0a84718875,plastic_container,2026-01-21,07:30,,src_pdf_r7
2225,area_2b0a84718875,plastic_container,2026-02-04,07:30,,src_pdf_r7
2226,area_2b0a84718875,plastic_container,2026-02-18,07:30,,src_pdf_r7
2227,area_2b0a84718875,plastic_container,2026-03-04,07:30,,src_pdf_r7
2228,area_2b0a84718875,plastic_container,2026-03-18,07:30,,src_pdf_r7
2229,area_91758304ae13,plastic_container,2025-04-02,07:30,,src_pdf_r7
2230,area_91758304ae13,plastic_container,2025-04-16,07:30,,src_pdf_r7
2231,area_91758304ae13,plastic_container,2025-05-07,07:30,,src_pdf_r7
2232,area_91758304ae13,plastic_container,2025-05-21,07:30,,src_pdf_r7
2233,area_91758304ae13,plastic_container,2025-06-04,07:30,,src_pdf_r7
2234,area_91758304ae13,plastic_container,2025-06-18,07:30,,src_pdf_r7
2235,area_91758304ae13,plastic_container,2025-07-02,07:30,,src_pdf_r7
2236,area_91758304ae13,plastic_container,2025-07-16,07:30,,src_pdf_r7
2237,area_91758304ae13,plastic_container,2025-08-06,07:30,,src_pdf_r7
2238,area_91758304ae13,plastic_container,2025-08-20,07:30,,src_pdf_r7
2239,area_91758304ae13,plastic_container,2025-09-03,07:30,,src_pdf_r7
2240,area_91758304ae13,plastic_container,2025-09-17,07:30,,src_pdf_r7
2241,area_91758304ae13,plastic_container,2025-10-01,07:30,,src_pdf_r7
2242,area_91758304ae13,plastic_container,2025-10-15,07:30,,src_pdf_r7
2243,area_91758304ae13,plastic_container,2025-11-05,07:30,,src_pdf_r7
2244,area_91758304ae13,plastic_container,2025-11-19,07:30,,src_pdf_r7
2245,area_91758304ae13,plastic_container,2025-12-03,07:30,,src_pdf_r7
2246,area_91758304ae13,plastic_container,2025-12-17,07:30,,src_pdf_r7
2247,area_91758304ae13,plastic_container,2026-01-07,07:30,,src_pdf_r7
2248,area_91758304ae13,plastic_container,2026-01-21,07:30,,src_pdf_r7
2249,area_91758304ae13,plastic_container,2026-02-04,07:30,,src_pdf_r7
2250,area_91758304ae13,plastic_container,2026-02-18,07:30,,src_pdf_r7
2251,area_91758304ae13,plastic_container,2026-03-04,07:30,,src_pdf_r7
2252,area_91758304ae13,plastic_container,2026-03-18,07:30,,src_pdf_r7
2253,area_68225e1100e1,plastic_container,2025-04-02,07:30,,src_pdf_r7
2254,area_68225e1100e1,plastic_container,2025-04-16,07:30,,src_pdf_r7
2255,area_68225e1100e1,plastic_container,2025-05-07,07:30,,src_pdf_r7
2256,area_68225e1100e1,plastic_container,2025-05-21,07:30,,src_pdf_r7
2257,area_68225e1100e1,plastic_container,2025-06-04,07:30,,src_pdf_r7
2258,area_68225e1100e1,plastic_container,2025-06-18,07:30,,src_pdf_r7
2259,area_68225e1100e1,plastic_container,2025-07-02,07:30,,src_pdf_r7
2260,area_68225e1100e1,plastic_container,2025-07-16,07:30,,src_pdf_r7
2261,area_68225e1100e1,plastic_container,2025-08-06,07:30,,src_pdf_r7
2262,area_68225e1100e1,plastic_container,2025-08-20,07:30,,src_pdf_r7
2263,area_68225e1100e1,plastic_container,2025-09-03,07:30,,src_pdf_r7
2264,area_68225e1100e1,plastic_container,2025-09-17,07:30,,src_pdf_r7
2265,area_68225e1100e1,plastic_container,2025-10-01,07:30,,src_pdf_r7
2266,area_68225e1100e1,plastic_container,2025-10-15,07:30,,src_pdf_r7
2267,area_68225e1100e1,plastic_container,2025-11-05,07:30,,src_pdf_r7
2268,area_68225e1100e1,plastic_container,2025-11-19,07:30,,src_pdf_r7
2269,area_68225e1100e1,plastic_container,2025-12-03,07:30,,src_pdf_r7
2270,area_68225e1100e1,plastic_container,2025-12-17,07:30,,src_pdf_r7
2271,area_68225e1100e1,plastic_container,2026-01-07,07:30,,src_pdf_r7
2272,area_68225e1100e1,plastic_container,2026-01-21,07:30,,src_pdf_r7
2273,area_68225e1100e1,plastic_container,2026-02-04,07:30,,src_pdf_r7
2274,area_68225e1100e1,plastic_container,2026-02-18,07:30,,src_pdf_r7
2275,area_68225e1100e1,plastic_container,2026-03-04,07:30,,src_pdf_r7
2276,area_68225e1100e1,plastic_container,2026-03-18,07:30,,src_pdf_r7
2277,area_f429c83ef559,plastic_container,2025-04-02,07:30,,src_pdf_r7
2278,area_f429c83ef559,plastic_container,2025-04-16,07:30,,src_pdf_r7
2279,area_f429c83ef559,plastic_container,2025-05-07,07:30,,src_pdf_r7
2280,area_f429c83ef559,plastic_container,2025-05-21,07:30,,src_pdf_r7
2281,area_f429c83ef559,plastic_container,2025-06-04,07:30,,src_pdf_r7
2282,area_f429c83ef559,plastic_container,2025-06-18,07:30,,src_pdf_r7
2283,area_f429c83ef559,plastic_container,2025-07-02,07:30,,src_pdf_r7
2284,area_f429c83ef559,plastic_container,2025-07-16,07:30,,src_pdf_r7
2285,area_f429c83ef559,plastic_container,2025-08-06,07:30,,src_pdf_r7
2286,area_f429c83ef559,plastic_container,2025-08-20,07:30,,src_pdf_r7
2287,area_f429c83ef559,plastic_container,2025-09-03,07:30,,src_pdf_r7
2288,area_f429c83ef559,plastic_container,2025-09-17,07:30,,src_pdf_r7
2289,area_f429c83ef559,plastic_container,2025-10-01,07:30,,src_pdf_r7
2290,area_f429c83ef559,plastic_container,2025-10-15,07:30,,src_pdf_r7
2291,area_f429c83ef559,plastic_container,2025-11-05,07:30,,src_pdf_r7
2292,area_f429c83ef559,plastic_container,2025-11-19,07:30,,src_pdf_r7
2293,area_f429c83ef559,plastic_container,2025-12-03,07:30,,src_pdf_r7
2294,area_f429c83ef559,plastic_container,2025-12-17,07:30,,src_pdf_r7
2295,area_f429c83ef559,plastic_container,2026-01-07,07:30,,src_pdf_r7
2296,area_f429c83ef559,plastic_container,2026-01-21,07:30,,src_pdf_r7
2297,area_f429c83ef559,plastic_container,2026-02-04,07:30,,src_pdf_r7
2298,area_f429c83ef559,plastic_container,2026-02-18,07:30,,src_pdf_r7
2299,area_f429c83ef559,plastic_container,2026-03-04,07:30,,src_pdf_r7
2300,area_f429c83ef559,plastic_container,2026-03-18,07:30,,src_pdf_r7
2301,area_76e801e41171,plastic_container,2025-04-02,07:30,,src_pdf_r7
2302,area_76e801e41171,plastic_container,2025-04-16,07:30,,src_pdf_r7
2303,area_76e801e41171,plastic_container,2025-05-07,07:30,,src_pdf_r7
2304,area_76e801e41171,plastic_container,2025-05-21,07:30,,src_pdf_r7
2305,area_76e801e41171,plastic_container,2025-06-04,07:30,,src_pdf_r7
2306,area_76e801e41171,plastic_container,2025-06-18,07:30,,src_pdf_r7
2307,area_76e801e41171,plastic_container,2025-07-02,07:30,,src_pdf_r7
2308,area_76e801e41171,plastic_container,2025-07-16,07:30,,src_pdf_r7
2309,area_76e801e41171,plastic_container,2025-08-06,07:30,,src_pdf_r7
2310,area_76e801e41171,plastic_container,2025-08-20,07:30,,src_pdf_r7
2311,area_76e801e41171,plastic_container,2025-09-03,07:30,,src_pdf_r7
2312,area_76e801e41171,plastic_container,2025-09-17,07:30,,src_pdf_r7
2313,area_76e801e41171,plastic_container,2025-10-01,07:30,,src_pdf_r7
2314,area_76e801e41171,plastic_container,2025-10-15,07:30,,src_pdf_r7
2315,area_76e801e41171,plastic_container,2025-11-05,07:30,,src_pdf_r7
2316,area_76e801e41171,plastic_container,2025-11-19,07:30,,src_pdf_r7
2317,area_76e801e41171,plastic_container,2025-12-03,07:30,,src_pdf_r7
2318,area_76e801e41171,plastic_container,2025-12-17,07:30,,src_pdf_r7
2319,area_76e801e41171,plastic_container,2026-01-07,07:30,,src_pdf_r7
2320,area_76e801e41171,plastic_container,2026-01-21,07:30,,src_pdf_r7
2321,area_76e801e41171,plastic_container,2026-02-04,07:30,,src_pdf_r7
2322,area_76e801e41171,plastic_container,2026-02-18,07:30,,src_pdf_r7
2323,area_76e801e41171,plastic_container,2026-03-04,07:30,,src_pdf_r7
2324,area_76e801e41171,plastic_container,2026-03-18,07:30,,src_pdf_r7
2325,area_34e216458fc6,plastic_container,2025-04-02,07:30,,src_pdf_r7
2326,area_34e216458fc6,plastic_container,2025-04-16,07:30,,src_pdf_r7
2327,area_34e216458fc6,plastic_container,2025-05-07,07:30,,src_pdf_r7
2328,area_34e216458fc6,plastic_container,2025-05-21,07:30,,src_pdf_r7
2329,area_34e216458fc6,plastic_container,2025-06-04,07:30,,src_pdf_r7
2330,area_34e216458fc6,plastic_container,2025-06-18,07:30,,src_pdf_r7
2331,area_34e216458fc6,plastic_container,2025-07-02,07:30,,src_pdf_r7
2332,area_34e216458fc6,plastic_container,2025-07-16,07:30,,src_pdf_r7
2333,area_34e216458fc6,plastic_container,2025-08-06,07:30,,src_pdf_r7
2334,area_34e216458fc6,plastic_container,2025-08-20,07:30,,src_pdf_r7
2335,area_34e216458fc6,plastic_container,2025-09-03,07:30,,src_pdf_r7
2336,area_34e216458fc6,plastic_container,2025-09-17,07:30,,src_pdf_r7
2337,area_34e216458fc6,plastic_container,2025-10-01,07:30,,src_pdf_r7
2338,area_34e216458fc6,plastic_container,2025-10-15,07:30,,src_pdf_r7
2339,area_34e216458fc6,plastic_container,2025-11-05,07:30,,src_pdf_r7
2340,area_34e216458fc6,plastic_container,2025-11-19,07:30,,src_pdf_r7
2341,area_34e216458fc6,plastic_container,2025-12-03,07:30,,src_pdf_r7
2342,area_34e216458fc6,plastic_container,2025-12-17,07:30,,src_pdf_r7
2343,area_34e216458fc6,plastic_container,2026-01-07,07:30,,src_pdf_r7
2344,area_34e216458fc6,plastic_container,2026-01-21,07:30,,src_pdf_r7
2345,area_34e216458fc6,plastic_container,2026-02-04,07:30,,src_pdf_r7
2346,area_34e216458fc6,plastic_container,2026-02-18,07:30,,src_pdf_r7
2347,area_34e216458fc6,plastic_container,2026-03-04,07:30,,src_pdf_r7
2348,area_34e216458fc6,plastic_container,2026-03-18,07:30,,src_pdf_r7
2349,area_280acfa79fad,plastic_container,2025-04-02,07:30,,src_pdf_r7
2350,area_280acfa79fad,plastic_container,2025-04-16,07:30,,src_pdf_r7
2351,area_280acfa79fad,plastic_container,2025-05-07,07:30,,src_pdf_r7
2352,area_280acfa79fad,plastic_container,2025-05-21,07:30,,src_pdf_r7
2353,area_280acfa79fad,plastic_container,2025-06-04,07:30,,src_pdf_r7
2354,area_280acfa79fad,plastic_container,2025-06-18,07:30,,src_pdf_r7
2355,area_280acfa79fad,plastic_container,2025-07-02,07:30,,src_pdf_r7
2356,area_280acfa79fad,plastic_container,2025-07-16,07:30,,src_pdf_r7
2357,area_280acfa79fad,plastic_container,2025-08-06,07:30,,src_pdf_r7
2358,area_280acfa79fad,plastic_container,2025-08-20,07:30,,src_pdf_r7
2359,area_280acfa79fad,plastic_container,2025-09-03,07:30,,src_pdf_r7
2360,area_280acfa79fad,plastic_container,2025-09-17,07:30,,src_pdf_r7
2361,area_280acfa79fad,plastic_container,2025-10-01,07:30,,src_pdf_r7
2362,area_280acfa79fad,plastic_container,2025-10-15,07:30,,src_pdf_r7
2363,area_280acfa79fad,plastic_container,2025-11-05,07:30,,src_pdf_r7
2364,area_280acfa79fad,plastic_container,2025-11-19,07:30,,src_pdf_r7
2365,area_280acfa79fad,plastic_container,2025-12-03,07:30,,src_pdf_r7
2366,area_280acfa79fad,plastic_container,2025-12-17,07:30,,src_pdf_r7
2367,area_280acfa79fad,plastic_container,2026-01-07,07:30,,src_pdf_r7
2368,area_280acfa79fad,plastic_container,2026-01-21,07:30,,src_pdf_r7
2369,area_280acfa79fad,plastic_container,2026-02-04,07:30,,src_pdf_r7
2370,area_280acfa79fad,plastic_container,2026-02-18,07:30,,src_pdf_r7
2371,area_280acfa79fad,plastic_container,2026-03-04,07:30,,src_pdf_r7
2372,area_280acfa79fad,plastic_container,2026-03-18,07:30,,src_pdf_r7
2373,area_06b84b69b04a,plastic_container,2025-04-02,07:30,,src_pdf_r7
2374,area_06b84b69b04a,plastic_container,2025-04-16,07:30,,src_pdf_r7
2375,area_06b84b69b04a,plastic_container,2025-05-07,07:30,,src_pdf_r7
2376,area_06b84b69b04a,plastic_container,2025-05-21,07:30,,src_pdf_r7
2377,area_06b84b69b04a,plastic_container,2025-06-04,07:30,,src_pdf_r7
2378,area_06b84b69b04a,plastic_container,2025-06-18,07:30,,src_pdf_r7
2379,area_06b84b69b04a,plastic_container,2025-07-02,07:30,,src_pdf_r7
2380,area_06b84b69b04a,plastic_container,2025-07-16,07:30,,src_pdf_r7
2381,area_06b84b69b04a,plastic_container,2025-08-06,07:30,,src_pdf_r7
2382,area_06b84b69b04a,plastic_container,2025-08-20,07:30,,src_pdf_r7
2383,area_06b84b69b04a,plastic_container,2025-09-03,07:30,,src_pdf_r7
2384,area_06b84b69b04a,plastic_container,2025-09-17,07:30,,src_pdf_r7
2385,area_06b84b69b04a,plastic_container,2025-10-01,07:30,,src_pdf_r7
2386,area_06b84b69b04a,plastic_container,2025-10-15,07:30,,src_pdf_r7
2387,area_06b84b69b04a,plastic_container,2025-11-05,07:30,,src_pdf_r7
2388,area_06b84b69b04a,plastic_container,2025-11-19,07:30,,src_pdf_r7
2389,area_06b84b69b04a,plastic_container,2025-12-03,07:30,,src_pdf_r7
2390,area_06b84b69b04a,plastic_container,2025-12-17,07:30,,src_pdf_r7
2391,area_06b84b69b04a,plastic_container,2026-01-07,07:30,,src_pdf_r7
2392,area_06b84b69b04a,plastic_container,2026-01-21,07:30,,src_pdf_r7
2393,area_06b84b69b04a,plastic_container,2026-02-04,07:30,,src_pdf_r7
2394,area_06b84b69b04a,plastic_container,2026-02-18,07:30,,src_pdf_r7
2395,area_06b84b69b04a,plastic_container,2026-03-04,07:30,,src_pdf_r7
2396,area_06b84b69b04a,plastic_container,2026-03-18,07:30,,src_pdf_r7
2397,area_e339205ab4cb,plastic_container,2025-04-02,07:30,,src_pdf_r7
2398,area_e339205ab4cb,plastic_container,2025-04-16,07:30,,src_pdf_r7
2399,area_e339205ab4cb,plastic_container,2025-05-07,07:30,,src_pdf_r7
2400,area_e339205ab4cb,plastic_container,2025-05-21,07:30,,src_pdf_r7
2401,area_e339205ab4cb,plastic_container,2025-06-04,07:30,,src_pdf_r7
2402,area_e339205ab4cb,plastic_container,2025-06-18,07:30,,src_pdf_r7
2403,area_e339205ab4cb,plastic_container,2025-07-02,07:30,,src_pdf_r7
2404,area_e339205ab4cb,plastic_container,2025-07-16,07:30,,src_pdf_r7
2405,area_e339205ab4cb,plastic_container,2025-08-06,07:30,,src_pdf_r7
2406,area_e339205ab4cb,plastic_container,2025-08-20,07:30,,src_pdf_r7
2407,area_e339205ab4cb,plastic_container,2025-09-03,07:30,,src_pdf_r7
2408,area_e339205ab4cb,plastic_container,2025-09-17,07:30,,src_pdf_r7
2409,area_e339205ab4cb,plastic_container,2025-10-01,07:30,,src_pdf_r7
2410,area_e339205ab4cb,plastic_container,2025-10-15,07:30,,src_pdf_r7
2411,area_e339205ab4cb,plastic_container,2025-11-05,07:30,,src_pdf_r7
2412,area_e339205ab4cb,plastic_container,2025-11-19,07:30,,src_pdf_r7
2413,area_e339205ab4cb,plastic_container,2025-12-03,07:30,,src_pdf_r7
2414,area_e339205ab4cb,plastic_container,2025-12-17,07:30,,src_pdf_r7
2415,area_e339205ab4cb,plastic_container,2026-01-07,07:30,,src_pdf_r7
2416,area_e339205ab4cb,plastic_container,2026-01-21,07:30,,src_pdf_r7
2417,area_e339205ab4cb,plastic_container,2026-02-04,07:30,,src_pdf_r7
2418,area_e339205ab4cb,plastic_container,2026-02-18,07:30,,src_pdf_r7
2419,area_e339205ab4cb,plastic_container,2026-03-04,07:30,,src_pdf_r7
2420,area_e339205ab4cb,plastic_container,2026-03-18,07:30,,src_pdf_r7
2421,area_0650a5c7ad8d,plastic_container,2025-04-02,07:30,,src_pdf_r7
2422,area_0650a5c7ad8d,plastic_container,2025-04-16,07:30,,src_pdf_r7
2423,area_0650a5c7ad8d,plastic_container,2025-05-07,07:30,,src_pdf_r7
2424,area_0650a5c7ad8d,plastic_container,2025-05-21,07:30,,src_pdf_r7
2425,area_0650a5c7ad8d,plastic_container,2025-06-04,07:30,,src_pdf_r7
2426,area_0650a5c7ad8d,plastic_container,2025-06-18,07:30,,src_pdf_r7
2427,area_0650a5c7ad8d,plastic_container,2025-07-02,07:30,,src_pdf_r7
2428,area_0650a5c7ad8d,plastic_container,2025-07-16,07:30,,src_pdf_r7
2429,area_0650a5c7ad8d,plastic_container,2025-08-06,07:30,,src_pdf_r7
2430,area_0650a5c7ad8d,plastic_container,2025-08-20,07:30,,src_pdf_r7
2431,area_0650a5c7ad8d,plastic_container,2025-09-03,07:30,,src_pdf_r7
2432,area_0650a5c7ad8d,plastic_container,2025-09-17,07:30,,src_pdf_r7
2433,area_0650a5c7ad8d,plastic_container,2025-10-01,07:30,,src_pdf_r7
2434,area_0650a5c7ad8d,plastic_container,2025-10-15,07:30,,src_pdf_r7
2435,area_0650a5c7ad8d,plastic_container,2025-11-05,07:30,,src_pdf_r7
2436,area_0650a5c7ad8d,plastic_container,2025-11-19,07:30,,src_pdf_r7
2437,area_0650a5c7ad8d,plastic_container,2025-12-03,07:30,,src_pdf_r7
2438,area_0650a5c7ad8d,plastic_container,2025-12-17,07:30,,src_pdf_r7
2439,area_0650a5c7ad8d,plastic_container,2026-01-07,07:30,,src_pdf_r7
2440,area_0650a5c7ad8d,plastic_container,2026-01-21,07:30,,src_pdf_r7
2441,area_0650a5c7ad8d,plastic_container,2026-02-04,07:30,,src_pdf_r7
2442,area_0650a5c7ad8d,plastic_container,2026-02-18,07:30,,src_pdf_r7
2443,area_0650a5c7ad8d,plastic_container,2026-03-04,07:30,,src_pdf_r7
2444,area_0650a5c7ad8d,plastic_container,2026-03-18,07:30,,src_pdf_r7
2445,area_17aa59e9d42e,burnable,2025-04-01,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2446,area_17aa59e9d42e,burnable,2025-04-04,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2447,area_17aa59e9d42e,burnable,2025-04-08,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2448,area_17aa59e9d42e,burnable,2025-04-11,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2449,area_17aa59e9d42e,burnable,2025-04-15,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2450,area_17aa59e9d42e,burnable,2025-04-18,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2451,area_17aa59e9d42e,burnable,2025-04-22,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2452,area_17aa59e9d42e,burnable,2025-04-25,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2453,area_17aa59e9d42e,burnable,2025-04-29,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2454,area_17aa59e9d42e,burnable,2025-05-02,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2455,area_17aa59e9d42e,burnable,2025-05-06,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2456,area_17aa59e9d42e,burnable,2025-05-09,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2457,area_17aa59e9d42e,burnable,2025-05-13,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2458,area_17aa59e9d42e,burnable,2025-05-16,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2459,area_17aa59e9d42e,burnable,2025-05-20,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2460,area_17aa59e9d42e,burnable,2025-05-23,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2461,area_17aa59e9d42e,burnable,2025-05-27,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2462,area_17aa59e9d42e,burnable,2025-05-30,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2463,area_17aa59e9d42e,burnable,2025-06-03,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2464,area_17aa59e9d42e,burnable,2025-06-06,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2465,area_17aa59e9d42e,burnable,2025-06-10,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2466,area_17aa59e9d42e,burnable,2025-06-13,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2467,area_17aa59e9d42e,burnable,2025-06-17,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2468,area_17aa59e9d42e,burnable,2025-06-20,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2469,area_17aa59e9d42e,burnable,2025-06-24,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
2470,area_17aa59e9d42e,burnable,2025-06-27,07:00,"{""year_end"": {""last_collection"": ""2025-12-30"", ""restart"": ""2026-01-06""}}",src_pdf_r7
